"trajectory_id","trajectory_value"
"1306",MTA Bus - Archer Avenue & Sutphin Blvd (Q6/Q6LTD/Q20A/Q20B/Q24/Q30/Q31/Q43/Q43)
"1306",MTA College Point Depot Express Routes QM1 QM2 QM3 QM4 QM5 QM6 QM20
"1306",Staten Island Ferry - Whitehall Terminal
"1306",Boricua College
"1306","135 St Broadway Hamilton Heights"
"1306",LaGuardia Airport (LGA) (LaGuardia Airport)
"1306","MTABus Q19, Q49 (Astoria Blvd/94th St)"
"1306",MTA Bus - Q19/Q48/Q50/Q66 (Roosevelt Avenue/Main Street)
"1306",MTA Bus Stop - Q25/Q34/Q65
"1306",NJT - 163/164 Bus Stop
"1306",NJT Market St Garage
"1316",MTA Subway - Nevins St (2/3/4/5)
"1316",MTA Subway - 33rd St (6)
"1316",Ed Koch Queensboro Bridge
"1316",MTA Bus - Archer Avenue & Sutphin Blvd (Q6/Q6LTD/Q20A/Q20B/Q24/Q30/Q31/Q43/Q43)
"1316",MTA Eastchester Depot Bus Routes BXM6 BXM7 BXM8 BXM9 BXM10
"1316","MTA Bus - M60, Q19, Q33, Q47, Q69"
"1316","MTA Q66, Q69 (28th Street/Queens Plaza South)"
"1316",MTA Bus - Q35 @ Avenue H & Nostrand Avenue
"1316",Target
"1316",Galaxy Gourmet Deli
"1316",The Grinnell
"1316",MTA Subway - 137th St/City College (1)
"1316",MTA Subway - Kosciuszko St (J)
"1316",Q3 Bus Stop
"1316","Q7, Q8"
"1316",MTA Regional Bus Operations - Manhattanville Depot
"1316",MTA Subway - Parkchester (6)
"1316",NYCT Transit Survey Unit
"1316",MTA Subway - 74th St/Roosevelt Ave/Jackson Hts (E/F/M/R/7)
"1316",LaGuardia Airport (LGA) (LaGuardia Airport)
"1316",MTA Bus - W 125 St & Malcolm X Bl (Bx15/M7/M60-SBS/M100/M101/M102)
"1316",Marshalls
"1316",MTA Subway - DeKalb Ave (B/Q/R)
"1326",The Lair Of Modern Strange Cowboy
"1326",NYCT Transit Survey Unit
"1326",MTA Subway - Astoria Blvd/Hoyt Ave (N/W)
"1326",LaGuardia Airport (LGA) (LaGuardia Airport)
"1326",The Grinnell
"1326",LIRR - Jamaica Station - Track 7
"1326",NYCT Transit Survey Unit
"1326",MTA Subway - Hoyt St (2/3)
"1326",The Lair Of Modern Strange Cowboy
"1326",MTA Subway - Manhattan Bridge (B/D/N/Q)
"1326",The Lair Of Modern Strange Cowboy
"1336",The Grinnell
"1336",MTA Subway - 137th St/City College (1)
"1336",ttmg Fan Spot - Hillside Av & 179th St (Jamaica)
"1336",La Quinta Inn Queens (New York City)
"1336",MTA Subway - Flushing/Main St (7)
"1336",MTA Regional Bus Depot - College Point
"1336",MTA Bus - Q19/Q48/Q50/Q66 (Roosevelt Avenue/Main Street)
"1336",Riverside Deli
"1336",The Grinnell
"1336",Broadway/Nightmare Drive
"1346",Dirtbag Central
"1346",MTA Regional Bus Depot - Jackie Gleason
"1346",MTA Bus - (B8 Bay Ridge-Bound)/B60 - Rockaway Av & Hegeman Av
"1346",MTA B8 64th Street & 18th Ave
"1346",MTA Subway - Manhattan Bridge (B/D/N/Q)
"1346",MTA Subway - Nevins St (2/3/4/5)
"1346",MTA Subway - Manhattan Bridge (B/D/N/Q)
"1346",MTA Subway - Jay St/MetroTech (A/C/F/R)
"1346",MTA Subway - 155th St (C)
"1346",The Lair Of Modern Strange Cowboy
"1346",MTA MaBSTOA Bus - M4 / M5 / Bx6 at 157th Street / Broadway & Riverside Drive
"1346",MTA Bus - Kings Hy & W 7 St (B82)
"1346",MTA Subway - Coney Island/Stillwell Ave (D/F/N/Q)
"1346",Times Square
"1346",Twin Donut
"1346",MTA Subway - Coney Island/Stillwell Ave (D/F/N/Q)
"1346",NYCT Transit Survey Unit
"1346",MTA Subway - 125th St (1)
"1346",MTA Regional Bus Operations - Manhattanville Depot
"1346",Times Square
"1346",Popeye's
"1346","MTA MaBSTOA Bus at Kingsbridge Rd. & The Grand Concourse: (Bx1, Bx2, Bx9, Bx22, Bx28, BxM4)"
"1356",NYCT Transit Survey Unit
"1356",MTA Subway - Manhattan Bridge (B/D/N/Q)
"1356",MTA Subway - 161st St/Yankee Stadium (4/B/D)
"1356",MTA Subway - Manhattan Bridge (B/D/N/Q)
"1356",NYCT Transit Survey Unit
"1356",MTA Bus - 8 Av & W 46 St (M20/M104)
"1356",MTA Regional Bus Depot - Jackie Gleason
"1356","MTA B67, B69 (McDonald Ave/Cortelyou Road)"
"1356",MTA Bus - Livingston St & Nevins St (B41/B41LTD/B45/B67/B103LTD)
"1356","MTA B67, B69, B103 (McDonald Ave/Caton Ave)"
"1356",MTA Subway - 36th St (D/N/R)
"1356",MTA Subway - Hoyt St (2/3)
"1356",The Lair Of Modern Strange Cowboy
"1356",MTA Subway - Church Ave (2/5)
"1376",The Lair Of Modern Strange Cowboy
"1376",MTA Subway - Nevins St (2/3/4/5)
"1376",MTA Subway - 59th St/Columbus Circle (A/B/C/D/1)
"1376",The Grinnell
"1376",NYCT Transit Survey Unit
"1376",Junior's Restaurant
"1376",McDonald's
"1376",MTA Subway - 34th St/Herald Sq (B/D/F/M/N/Q/R/W)
"1376",MTA College Point Depot Express Routes QM1 QM2 QM3 QM4 QM5 QM6 QM20
"1376",MTA Subway - DeKalb Ave (B/Q/R)
"1376",The Grinnell
"1376",The Lair Of Modern Strange Cowboy
"1376",Sea View Hospital Rehabilitation Center & Home
"1376",MTA Bus - Castleton Av & Jewett Av (S46/S53/S66/S96/X10/X10B/X14)
"1376",MTA Q18 Bus
"1376",MTA - 30th Avenue Bus Stop
"1376",Joey's Pizzeria
"1376",Q18-Q102 MTA Bus Stop 27th Ave & 2nd Street
"1376","MTA Bus - M60, Q19, Q33, Q47, Q69"
"1386",The Lair Of Modern Strange Cowboy
"1386",MTA Bus - B8 - 18th Ave & McDonald Ave
"1386",MTA Bus - 4 Av & Bay Ridge Av (B9/B64/B70)
"1386",NYCT Transit Survey Unit
"1386",MTA Subway - 42nd St/Times Square/Port Authority Bus Terminal (A/C/E/N/Q/R/S/W/1/2/3/7)
"1386",MTA Bus Operations Depot - Michael J. Quill
"1386",Momofuku Milk Bar
"1386",MTA Bus - E 14 St & University Pl (M14A/M14D)
"1386",MTA Bus - Av D & E Houston St (M14D)
"1386",MTA Subway - 14th St (1/2/3)
"1386",Four Points by Sheraton Manhattan SoHo Village
"1386",McDonald's
"1386",MTA Bus - E 161 St & River Av (Bx6/Bx13)
"1386",Broadway/Nightmare Drive
"1386",MTA Subway - 42nd St/Times Square/Port Authority Bus Terminal (A/C/E/N/Q/R/S/W/1/2/3/7)
"1386",NYCT Transit Survey Unit
"1386",MTA Subway - DeKalb Ave (B/Q/R)
"1386",MTA Subway - 125th St (1)
"1396",MTA Subway - 42nd St/Times Square/Port Authority Bus Terminal (A/C/E/N/Q/R/S/W/1/2/3/7)
"1396",NYCT Transit Survey Unit
"1396",MTA Subway - Hoyt St (2/3)
"1396",MTA Subway - 125th St (1)
"1396",NYCT Transit Survey Unit
"1396",MTA Subway - Nevins St (2/3/4/5)
"1396",MTA Subway - 86th St (4/5/6)
"1396",MTA Bus - E 161 St & River Av (Bx6/Bx13)
"1396",The Grinnell
"1396",King Dragon
"1396",MTA Subway - Manhattan Bridge (B/D/N/Q)
"1396",Kinokuniya Bookstore
"1396",MTA Subway - 47th-50th St/Rockefeller Center (B/D/F/M)
"1396",MTA - Church St & Barclay St (BM1/BM2/BM3/BM4)
"1396",Galaxy Gourmet Deli
"1417",Chipotle Mexican Grill
"1417",Citarella Gourmet Market - Upper East Side
"1417",McCabes Wine & Spirits
"1417",The UPS Store
"1417",Lenox Coffee
"1417",Organic Avenue
"1417",Zara
"1417",Bella Donna Cafe
"1417",Curry In A Hurry
"1417",Lexington Saree Palace
"1417",Lenox Coffee
"1417",Walter Reade Theater
"1417",Metro Minis
"1417",Organic Avenue
"1417",Joy Burger Bar
"1417",Joe the Art of Coffee
"1417",Citarella Gourmet Market - Upper East Side
"1417",Central Park - Conservatory Water
"1427",Central Park East I Elementary School
"1427",Planet Fitness
"1427",Joe the Art of Coffee
"1427",Central Park East I Elementary School
"1427",Planet Fitness
"1427",Citarella Gourmet Market - Upper East Side
"1427",Planet Fitness
"1427",Lenox Coffee
"1427",Crate and Barrel
"1427",Aroma Espresso Bar
"1427",Central Park East I Elementary School
"1427",Citarella Gourmet Market - Upper East Side
"1427",Joe the Art of Coffee
"1427",BAM Howard Gilman Opera House
"1427",Anfora
"1427",Central Park East I Elementary School
"1427",Joe the Art of Coffee
"1427",Dos Toros Taqueria
"1427","11th Street Bar"
"1427",Bonsignour
"1427",Make My Cake
"1427",Knitty City
"1427",Jumel Terrace Historic District
"1427",Lenox Coffee
"1427",Ollie's Noodle Shop
"1437",Central Park East I Elementary School
"1437",Central Park East I Elementary School
"1437",Hale & Hearty
"1437",Planet Fitness
"1437",Joe the Art of Coffee
"1437",Whole Foods Market
"1437",Michaels
"1437",Central Park East I Elementary School
"1437",Planet Fitness
"1437",Beautiful Beauty Salon
"1437",Yatenga
"1437",The Biergarten at The Standard
"1437",Momofuku Milk Bar
"1447",Ginny's Supper Club
"1447",East Harlem Cafe
"1447",Central Park East I Elementary School
"1447",FedEx Office Print & Ship Center
"1447",Joe the Art of Coffee
"1447",Planet Fitness
"1447",East Harlem Cafe
"1447",Hale & Hearty
"1447",Butterfield Market
"1447",Jack Tilton Gallery
"1447",Highland Park
"1447",Ed Koch Queensboro Bridge
"1447",Harlem Vintage
"1447",Momofuku Milk Bar
"1447",Habana Outpost
"1457",Central Park East I Elementary School
"1457",Whole Foods Market
"1457",Michaels
"1457",Dos Toros Taqueria
"1457",Planet Fitness
"1457",Urban Outfitters
"1457",Hale & Hearty
"1457",Joe the Art of Coffee
"1457",SpaHa Cafe
"1457",Central Park East I Elementary School
"1457",Lenox Coffee
"1457",Astor Row Café
"1457",Planet Fitness
"1457",Hale & Hearty
"1457","5 & Diamond"
"1457",Lido Harlem
"1457",Lenox Coffee
"1457",Joe the Art of Coffee
"1457",Jbird Cocktails
"1467",Central Park East I Elementary School
"1467",Planet Fitness
"1467",Hale & Hearty
"1467",Joe the Art of Coffee
"1467",Central Park East I Elementary School
"1467",East Harlem Cafe
"1467",Beautiful Beauty Salon
"1467",Library Hotel
"1467",Central Park East I Elementary School
"1467",Le Pain Quotidien
"1467",Museum of Modern Art (MoMA)
"1467",Momofuku Ssäm Bar
"1467",Momofuku Milk Bar
"1467",Planet Fitness
"1487",Joe the Art of Coffee
"1487",Hot & Crusty Bakery Cafe
"1487",Lenox Coffee
"1487",Metro Minis
"1487",Butterfield Market
"1487",Central Park East I Elementary School
"1487",Therapy Wine Bar
"1487",The Bar at Peaches
"1487",Whittier Hall
"1487",Artopolis Cafe
"1487",Shrine World Music Venue
"1497",Central Park East I Elementary School
"1497",Planet Fitness
"1497",Central Park East I Elementary School
"1497",Lenox Coffee
"1497",Joe the Art of Coffee
"1497",Joe the Art of Coffee
"1497",Central Park East I Elementary School
"1497",Beautiful Beauty Salon
"1497",Joe the Art of Coffee
"1497",Metro Minis
"1497",Hale & Hearty
"1497",Farinella Bakery
"1497",Planet Fitness
"1527",Joe the Art of Coffee
"1527",Organic Avenue
"1527",Joseph Daniel Wilson Gardens
"1527",Joe the Art of Coffee
"1527",Planet Fitness
"1527",Shrine World Music Venue
"1527",Planet Fitness
"1527",Trader Joe's Wine Shop
"1527",Planet Fitness
"1527",Weeksville Heritage Center
"1527",Lenox Coffee
"1527",Corner Social
"1537",Planet Fitness
"1537",Joe the Art of Coffee
"1537",Bareburger
"1537",Dogmatic
"1537",Union Square Park
"1537",Tavern29
"1537",Joe the Art of Coffee
"1537",Organic Avenue
"1537",Bareburger
"1537",The Bitter End
"1537",Murray's Bagels
"1707",Joe the Art of Coffee
"1707",Planet Fitness
"1707",The Meatball Shop
"1707",Central Park East I Elementary School
"1707",Joe the Art of Coffee
"1707",Maysles Cinema
"1707",Central Park East I Elementary School
"1707",Farinella Bakery
"1707",Crumbs Bake Shop
"1707",Metro Minis
"1707",Panera Bread
"1707",Joe the Art of Coffee
"1777",SpaHa Cafe
"1777",Flux Factory
"1777",Beautiful Beauty Salon
"1777",Lenox Coffee
"1777",Jacob Restaurant
"1777",Staples
"1777",Shrine World Music Venue
"1777",Lenox Coffee
"1777",Lenox Coffee
"1777",Metro Minis
"28512",Great Wall Supermarket 大中華
"28512",Jose's Colombian Coffee Truck
"28512",Big Market
"28512",Great Wall Supermarket 大中華
"28512",Jose's Colombian Coffee Truck
"28512",Rite Aid
"28512",Kowloon Cafe
"28512",Bamboo bakery Inc.
"28512",Sukarak
"28512",Great Wall Supermarket 大中華
"28612",La Coral Cafe
"28612",Great Wall Supermarket 大中華
"28612",Jose's Colombian Coffee Truck
"28612",Chang Jiang Supermarket
"28612",Jose's Colombian Coffee Truck
"28612",Great Wall Supermarket 大中華
"28612",Dunkin Donuts
"28612",Q25Ltd - Parsons Blvd & Jamaica Ave
"28612",HSBC
"28612",Jose's Colombian Coffee Truck
"28612",Banana Republic
"28612",SEPHORA
"28612",Starbucks
"28612",Starbucks
"28612",Q25Ltd - Parsons Blvd & Jamaica Ave
"28612",Chang Wang Food Market 昌旺市場
"28612",Rite Aid
"28612",Great Wall Chinese Restaurant
"28612",Fu Kee Restaurant 富記
"28612",Maimonides Medical Center
"28612",Rite Aid
"28612",Rite Aid
"28612",Boulder Creek Steakhouse
"28612",BJ's Wholesale Club
"28612",Dunkin' Donuts
"28612",Great Wall Supermarket 大中華
"28612",Hong Kong Supermarket 香港超级市場
"28712",Dunkin Donuts
"28712",Q25Ltd - Parsons Blvd & Jamaica Ave
"28712",Jose's Colombian Coffee Truck
"28712",Q25Ltd - Parsons Blvd & Jamaica Ave
"28712",Chang Jiang Supermarket
"28712",Big Market
"28712",Q25Ltd - Parsons Blvd & Jamaica Ave
"28712",Chang Jiang Supermarket
"28712",Sushi Family
"28712",Q25Ltd - Parsons Blvd & Jamaica Ave
"28712",Great Wall Supermarket 大中華
"28712",Jose's Colombian Coffee Truck
"28712",MTA Subway - Kosciuszko St (J)
"28712",Sambuca's Cafe & Desserts
"28712",Starbucks
"28712",Fu Kee Restaurant 富記
"28712",Rite Aid
"28712",Rite Aid
"28712",BJ's Wholesale Club
"28712",Target
"28712",Great Wall Supermarket 大中華
"28812",Q25Ltd - Parsons Blvd & Jamaica Ave
"28812",Chang Jiang Supermarket
"28812",Q25Ltd - Parsons Blvd & Jamaica Ave
"28812",Duane Reade
"28812",La Coral Cafe
"28812",HSBC
"28812",Jose's Colombian Coffee Truck
"28812",Duane Reade
"28812",Chang Jiang Supermarket
"28812",La Coral Cafe
"28812",Great Wall Supermarket 大中華
"28812",Jose's Colombian Coffee Truck
"28812",Jose's Colombian Coffee Truck
"28812",Danny Ng's Place
"28812",Starbucks
"28812",Q25Ltd - Parsons Blvd & Jamaica Ave
"28812",May Wah Pork Chop Fast Food
"28812",Starbucks
"28812",Raymond Fong Eye Care
"28812",Manhattan Grand Optical
"28812",Naniwa
"28812",Rite Aid
"28812",Rite Aid
"28812",Kai Feng Fu Dumpling House
"28812",Target
"28812",BJ's Wholesale Club
"28812",Great Wall Supermarket 大中華
"28912",Soho Thai
"28912",Jose's Colombian Coffee Truck
"28912",Q25Ltd - Parsons Blvd & Jamaica Ave
"28912",Big Market
"28912",Great Wall Supermarket 大中華
"28912",Whole Foods Market
"28912",AEO & Aerie Store
"28912",DSW Designer Shoe Warehouse
"28912",Starbucks
"28912",Paris Sandwich
"28912",Whole Foods Market
"28912",Starbucks
"28912",Q25Ltd - Parsons Blvd & Jamaica Ave
"28912",Regal Cinemas Battery Park 11
"28912",Dr Yu's Dental Studio
"28912",Rite Aid
"28912",Kowloon Cafe
"28912",KEY FOOD- KINGS HWY
"28912",Starbucks
"28912",Hong Kong Supermarket 香港超级市場
"28912",Great Wall Supermarket 大中華
"29012",Chang Jiang Supermarket
"29012",Jose's Colombian Coffee Truck
"29012",Q25Ltd - Parsons Blvd & Jamaica Ave
"29012",Big Market
"29012",Great Wall Supermarket 大中華
"29012",Sushi Family
"29012",Jose's Colombian Coffee Truck
"29012",Chang Jiang Supermarket
"29012",Great House Restaurant
"29012",HSBC
"29012",MTA Subway - 7 Train
"29012",Q25Ltd - Parsons Blvd & Jamaica Ave
"29012",Jose's Colombian Coffee Truck
"29012",Buy Rite Pharmacy
"29012",Soho Thai
"29012",Starbucks
"29012",Q25Ltd - Parsons Blvd & Jamaica Ave
"29012",Dr Yu's Dental Studio
"29012",Xe Lửa Vietnamese Restaurant
"29012",Lung Moon Bakery
"29012",Naniwa
"29012",Rite Aid
"29012",Chiu Kee
"29012",BJ's Wholesale Club
"29012",Target
"29012",Starbucks
"29012",Great Wall Supermarket 大中華
"29012",Sushi Family
"29112",Jose's Colombian Coffee Truck
"29112",Chang Jiang Supermarket
"29112",Duane Reade
"29112",La Coral Cafe
"29112",Jose's Colombian Coffee Truck
"29112",Q25Ltd - Parsons Blvd & Jamaica Ave
"29112",HSBC
"29112",Great Wall Supermarket 大中華
"29112",Jose's Colombian Coffee Truck
"29112",Chang Jiang Supermarket
"29112",Sushi Family
"29112",Jose's Colombian Coffee Truck
"29112",Q25Ltd - Parsons Blvd & Jamaica Ave
"29112",Great Wall Supermarket 大中華
"29112",Jose's Colombian Coffee Truck
"29112",Kung Fu Tea 功夫茶
"29112",Mei Li Wah
"29112",Starbucks
"29112",Q25Ltd - Parsons Blvd & Jamaica Ave
"29112",Bad Boys Pizza
"29112",Rite Aid
"29212",Jose's Colombian Coffee Truck
"29212",Q25Ltd - Parsons Blvd & Jamaica Ave
"29212",Q25Ltd - Parsons Blvd & Jamaica Ave
"29212",Jose's Colombian Coffee Truck
"29212",Jmart 新世界超市
"29212",Jose's Colombian Coffee Truck
"29212",MTA Subway - J Train
"29212",McDonald's
"29212",Family Dollar
"29212",Kung Fu Tea (功夫茶)
"29212",Rite Aid
"29212",Family Dollar
"29212",Rite Aid
"29312",Rite Aid
"29312",Ichi Sushi
"29312",Starbucks
"29312",T.J. Maxx
"29312",KEY FOOD- KINGS HWY
"29312",Kowloon Cafe
"29312",Pathmark
"29312",Great Wall Supermarket 大中華
"29312",Q25Ltd - Parsons Blvd & Jamaica Ave
"29312",Jose's Colombian Coffee Truck
"29312",Rite Aid
"29312",Nyonya
"29312",Rite Aid
"29312",Great Wall Supermarket 大中華
"29312",Sushi Family
"29412",Jose's Colombian Coffee Truck
"29412",Q25Ltd - Parsons Blvd & Jamaica Ave
"29412",La Coral Cafe
"29412",Jose's Colombian Coffee Truck
"29412",Jose's Colombian Coffee Truck
"29412",Q65 Limited - College Point / 14 Av. via 164 St. & Sanford Av.
"29412",Sushi Family
"29412",Jose's Colombian Coffee Truck
"29412",Q25Ltd - Parsons Blvd & Jamaica Ave
"29412",Q25Ltd - Parsons Blvd & Jamaica Ave
"29412",Jose's Colombian Coffee Truck
"29412",Sambuca's Cafe & Desserts
"29412",Starbucks
"29412",Q25Ltd - Parsons Blvd & Jamaica Ave
"29412",MTA Subway - J Train
"29412",Great Wall Chinese Restaurant
"29412",Starbucks
"29412",Kidrobot
"29412",New Malaysia
"29412",Rite Aid
"29412",Rite Aid
"29412",Ginza Sushi Inc
"29412",Great Wall Supermarket 大中華
"29512",Jose's Colombian Coffee Truck
"29512",Q25 limited - College Point / 14 Ave. via Kissena Blvd. / 127 St.
"29512",Chang Jiang Supermarket
"29512",La Coral Cafe
"29512",Q25Ltd - Parsons Blvd & Jamaica Ave
"29512",Jose's Colombian Coffee Truck
"29512",Q25 limited - College Point / 14 Ave. via Kissena Blvd. / 127 St.
"29512",Chang Jiang Supermarket
"29512",Jose's Colombian Coffee Truck
"29512",Chang Jiang Supermarket
"29512",Great Wall Supermarket 大中華
"29512",Sushi Family
"30912","7-Eleven"
"30912",The Bay Terrace at Bayside
"30912",Great Wall Chinese Restaurant
"30912",Rite Aid
"30912",BP
"30912",Staples
"30912",Kosciuszko Bridge
"30912",Best Buy
"30912",Gateway Center
"30912",Starbucks
"30912","86 Wong Chinese Restaurant"
"30912",Starbucks
"32914",Madison Square Park
"32914",Madison Square Park
"32914",NYU Langone Medical Center
"32914",Madison Square Park
"32914",Madison Square Park
"32914",Barber Bart
"32914",Argo Tea
"32914",Madison Square Park
"32914",Madison Square Park
"32914",Union Square Greenmarket
"32914",Food Emporium
"32914",Madison Square Park
"32914",Madison Square Park
"33014",Madison Square Park
"33014",Madison Square Park
"33014",NYU Langone Medical Center
"33014",Madison Square Park
"33014",Madison Square Park
"33014",Madison Square Park
"33014",Madison Square Park
"33014",Madison Square Park
"33014",Madison Square Park
"33014",Big Daddy's
"33014",Madison Square Park
"33114",Madison Square Park
"33114",Madison Square Park
"33114",Madison Square Park
"33114",NYU Langone Medical Center
"33114",Madison Square Park
"33114",Madison Square Park
"33114",Shake Shack
"33114",Madison Square Park
"33114",Madison Square Park
"33114",Madison Square Park
"33114",Union Square Greenmarket
"33114",Schnipper's Quality Kitchen
"33114",Madison Square Park
"33114",Madison Square Park
"33214",Madison Square Park
"33214",Madison Square Park
"33214",Madison Square Park
"33214",NYU Langone Medical Center
"33214",Madison Square Park
"33214",Madison Square Park
"33214",Madison Square Park
"33214",Madison Square Park
"33214",Madison Square Park
"33214",Madison Square Park
"33214",Madison Square Park
"33214",Bed Bath & Beyond
"33214",Shake Shack
"33414",Madison Square Park
"33414",Madison Square Park
"33414",Madison Square Park
"33414",Madison Square Park
"33414",Madison Square Park
"33414",Madison Square Park
"33414",Madison Square Park
"33414",Gotham Bar and Grill
"33414",Madison Square Park
"33414",Eataly NYC
"33414",Madison Square Park
"33414",Madison Square Park
"33414","201 Bar and Restaurant"
"33414",Madison Square Park
"33414",Almond
"33414",Shake Shack
"33514",Madison Square Park
"33514",Madison Square Park
"33514",Madison Square Park
"33514",Madison Square Park
"33514",Hollister Co.
"33514",Angelika Film Center
"33514",Shake Shack
"33514",Madison Square Park
"33514",Madison Square Park
"33514",Madison Square Park
"33514",Trattoria Dopo Teatro
"33514",Belasco Theatre
"33514",Madison Square Park
"33514",J.J. Hat Center
"33514",Madison Square Park
"33514",Madison Square Park
"33514",Madison Square Park
"33514",Madison Square Park
"33514",Eataly NYC
"33514",Madison Square Park
"33514",Madison Square Park
"33614",Madison Square Park
"33614",Eataly NYC
"33614",Stuzzi Ristorante
"33614",Madison Square Park
"33614","295 Madison Avenue"
"33614",Madison Square Park
"33614",Madison Square Park
"33614",Shake Shack
"33614",Madison Square Park
"33614",Greensquare Tavern
"33614",Madison Square Park
"33614",Madison Square Park
"33614",High Line
"33714",Madison Square Park
"33714",Madison Square Park
"33714",Eataly NYC
"33714",Madison Square Park
"33714",Madison Square Park
"33714",Schnipper's Quality Kitchen
"33714",Madison Square Park
"33714",Mad. Sq. Eats
"33714",Madison Square Park
"33714",Bed Bath & Beyond
"33714",Madison Square Park
"33814",Madison Square Park
"33814",Shake Shack
"33814",L.A. Burdick Chocolate
"33814",Madison Square Park
"33814",Madison Square Park
"33814",LensCrafters
"33814",Madison Square Park
"33814",Madison Square Park
"33814",Madison Square Park
"33814",Madison Square Park
"33814",Argo Tea
"33814",Papyrus
"33814",Madison Square Park
"33814",Regal Cinemas Union Square 14
"33814",Madison Square Park
"33814",Caffe Lavazza @ Eataly
"33814",Madison Square Park
"33814",Cinépolis Chelsea
"33814",Waldy’s Wood Fired Pizza & Penne
"33814",Madison Square Park
"33914",Madison Square Park
"33914",Madison Square Park
"33914",Shake Shack
"33914",Madison Square Park
"33914",Madison Square Park
"33914",Caffe Lavazza @ Eataly
"33914",Madison Square Park
"33914",Jamba Juice
"33914",Madison Square Park
"33914",Shake Shack
"33914",LensCrafters
"33914",Madison Square Park
"34214",Madison Square Park
