"trajectory_id","trajectory_value"
"29512",Shop & Service
"29512",Shop & Service
"29512",Food
"30912",Shop & Service
"30912",Shop & Service
"30912",Food
"30912",Shop & Service
"30912",Shop & Service
"30912",Shop & Service
"30912",Outdoors & Recreation
"30912",Shop & Service
"30912",Shop & Service
"30912",Food
"30912",Food
"30912",Food
"32914",Outdoors & Recreation
"32914",Outdoors & Recreation
"32914",Professional & Other Places
"32914",Outdoors & Recreation
"32914",Outdoors & Recreation
"32914",Shop & Service
"32914",Food
"32914",Outdoors & Recreation
"32914",Outdoors & Recreation
"32914",Shop & Service
"32914",Shop & Service
"32914",Outdoors & Recreation
"32914",Outdoors & Recreation
"33014",Outdoors & Recreation
"33014",Outdoors & Recreation
"33014",Professional & Other Places
"33014",Outdoors & Recreation
"33014",Outdoors & Recreation
"33014",Outdoors & Recreation
"33014",Outdoors & Recreation
"33014",Outdoors & Recreation
"33014",Outdoors & Recreation
"33014",Food
"33014",Outdoors & Recreation
"33114",Outdoors & Recreation
"33114",Outdoors & Recreation
"33114",Outdoors & Recreation
"33114",Professional & Other Places
"33114",Outdoors & Recreation
"33114",Outdoors & Recreation
"33114",Food
"33114",Outdoors & Recreation
"33114",Outdoors & Recreation
"33114",Outdoors & Recreation
"33114",Shop & Service
"33114",Food
"33114",Outdoors & Recreation
"33114",Outdoors & Recreation
"33214",Outdoors & Recreation
"33214",Outdoors & Recreation
"33214",Outdoors & Recreation
"33214",Professional & Other Places
"33214",Outdoors & Recreation
"33214",Outdoors & Recreation
"33214",Outdoors & Recreation
"33214",Outdoors & Recreation
"33214",Outdoors & Recreation
"33214",Outdoors & Recreation
"33214",Outdoors & Recreation
"33214",Shop & Service
"33214",Food
"33414",Outdoors & Recreation
"33414",Outdoors & Recreation
"33414",Outdoors & Recreation
"33414",Outdoors & Recreation
"33414",Outdoors & Recreation
"33414",Outdoors & Recreation
"33414",Outdoors & Recreation
"33414",Food
"33414",Outdoors & Recreation
"33414",Shop & Service
"33414",Outdoors & Recreation
"33414",Outdoors & Recreation
"33414",Nightlife Spot
"33414",Outdoors & Recreation
"33414",Food
"33414",Food
"33514",Outdoors & Recreation
"33514",Outdoors & Recreation
"33514",Outdoors & Recreation
"33514",Outdoors & Recreation
"33514",Shop & Service
"33514",Arts & Entertainment
"33514",Food
"33514",Outdoors & Recreation
"33514",Outdoors & Recreation
"33514",Outdoors & Recreation
"33514",Food
"33514",Arts & Entertainment
"33514",Outdoors & Recreation
"33514",Shop & Service
"33514",Outdoors & Recreation
"33514",Outdoors & Recreation
"33514",Outdoors & Recreation
"33514",Outdoors & Recreation
"33514",Shop & Service
"33514",Outdoors & Recreation
"33514",Outdoors & Recreation
"33614",Outdoors & Recreation
"33614",Shop & Service
"33614",Food
"33614",Outdoors & Recreation
"33614",Professional & Other Places
"33614",Outdoors & Recreation
"33614",Outdoors & Recreation
"33614",Food
"33614",Outdoors & Recreation
"33614",Food
"33614",Outdoors & Recreation
"33614",Outdoors & Recreation
"33614",Outdoors & Recreation
"33714",Outdoors & Recreation
"33714",Outdoors & Recreation
"33714",Shop & Service
"33714",Outdoors & Recreation
"33714",Outdoors & Recreation
"33714",Food
"33714",Outdoors & Recreation
"33714",Shop & Service
"33714",Outdoors & Recreation
"33714",Shop & Service
"33714",Outdoors & Recreation
"33814",Outdoors & Recreation
"33814",Food
"33814",Shop & Service
"33814",Outdoors & Recreation
"33814",Outdoors & Recreation
"33814",Shop & Service
"33814",Outdoors & Recreation
"33814",Outdoors & Recreation
"33814",Outdoors & Recreation
"33814",Outdoors & Recreation
"33814",Food
"33814",Shop & Service
"33814",Outdoors & Recreation
"33814",Arts & Entertainment
"33814",Outdoors & Recreation
"33814",Food
"33814",Outdoors & Recreation
"33814",Arts & Entertainment
"33814",Food
"33814",Outdoors & Recreation
"33914",Outdoors & Recreation
"33914",Outdoors & Recreation
"33914",Food
"33914",Outdoors & Recreation
"33914",Outdoors & Recreation
"33914",Food
"33914",Outdoors & Recreation
"33914",Food
"33914",Outdoors & Recreation
"33914",Food
"33914",Shop & Service
"33914",Outdoors & Recreation
"34214",Outdoors & Recreation
"34214",Food
"34214",Shop & Service
"34214",Outdoors & Recreation
"34214",Food
"34214",Outdoors & Recreation
"34214",Food
"34214",Outdoors & Recreation
"34214",Outdoors & Recreation
"34214",Outdoors & Recreation
"34214",Outdoors & Recreation
"34214",Arts & Entertainment
"34214",Outdoors & Recreation
"34214",Outdoors & Recreation
"34214",Food
"34214",Outdoors & Recreation
"34214",Food
"34214",Shop & Service
"34214",Shop & Service
"34214",Outdoors & Recreation
"34214",Food
"34214",Food
"34214",Food
"34314",Outdoors & Recreation
"34314",Shop & Service
"34314",Food
"34314",Food
"34314",Outdoors & Recreation
"34314",Food
"34314",Outdoors & Recreation
"34314",Shop & Service
"34314",Food
"34314",Shop & Service
"34314",Outdoors & Recreation
"34314",Outdoors & Recreation
"34314",Food
"34314",Outdoors & Recreation
"34314",Shop & Service
"34314",Outdoors & Recreation
"34314",Shop & Service
"34314",Outdoors & Recreation
"34314",Professional & Other Places
"34314",Outdoors & Recreation
"34714",Outdoors & Recreation
"34714",Outdoors & Recreation
"34714",Outdoors & Recreation
"34714",Food
"34714",Food
"34714",Outdoors & Recreation
"34714",Food
"34714",Food
"34714",Outdoors & Recreation
"34714",Food
"34714",Outdoors & Recreation
"35414",Outdoors & Recreation
"35414",Food
"35414",Outdoors & Recreation
"35414",Food
"35414",Food
"35414",Outdoors & Recreation
"35414",Food
"35414",Outdoors & Recreation
"35414",Food
"35414",Outdoors & Recreation
"35914",Outdoors & Recreation
"35914",Outdoors & Recreation
"35914",Outdoors & Recreation
"35914",Food
"35914",Outdoors & Recreation
"35914",Outdoors & Recreation
"35914",Outdoors & Recreation
"35914",Food
"35914",Outdoors & Recreation
"35914",Food
"35914",Outdoors & Recreation
"36414",Outdoors & Recreation
"36414",Outdoors & Recreation
"36414",Outdoors & Recreation
"36414",Food
"36414",Outdoors & Recreation
"36414",Shop & Service
"36414",Food
"36414",Outdoors & Recreation
"36414",Outdoors & Recreation
"36414",Food
"47019",Residence
"47019",Shop & Service
"47019",Shop & Service
"47019",Shop & Service
"47019",Food
"47019",Shop & Service
"47019",Shop & Service
"47019",Professional & Other Places
"47019",Residence
"47019",Professional & Other Places
"47019",Professional & Other Places
"47019",Residence
"47019",Residence
"47019",Food
"47019",Professional & Other Places
"47019",Professional & Other Places
"47019",Shop & Service
"47019",Shop & Service
"47019",Residence
"47019",Residence
"47019",Shop & Service
"47019",Professional & Other Places
"47019",Shop & Service
"47019",Professional & Other Places
"47019",Event
"47019",Food
"47019",Arts & Entertainment
"47019",Food
"47019",Food
"47119",Professional & Other Places
"47119",Professional & Other Places
"47119",Professional & Other Places
"47119",Food
"47119",Shop & Service
"47119",Shop & Service
"47119",Professional & Other Places
"47119",Residence
"47119",Residence
"47119",Shop & Service
"47119",Outdoors & Recreation
"47119",Residence
"47119",Residence
"47119",Residence
"47119",Shop & Service
"47119",Shop & Service
"47119",Food
"47119",Food
"47119",Food
"47119",Shop & Service
"47119",Professional & Other Places
"47119",Shop & Service
"47119",Professional & Other Places
"47119",Arts & Entertainment
"47119",Food
"47119",Residence
"47219",Shop & Service
"47219",Shop & Service
"47219",Residence
"47219",Food
"47219",Food
"47219",Shop & Service
"47219",Shop & Service
"47219",Professional & Other Places
"47219",Outdoors & Recreation
"47219",Arts & Entertainment
"47219",Outdoors & Recreation
"47219",Shop & Service
"47219",Shop & Service
"47219",Food
"47219",Food
"47219",Shop & Service
"47219",Shop & Service
"47219",Shop & Service
"47219",Arts & Entertainment
"47219",Food
"47219",Professional & Other Places
"47219",Outdoors & Recreation
"47219",Food
"47219",Residence
"47319",Food
"47319",Outdoors & Recreation
"47319",Residence
"47319",Professional & Other Places
"47319",Shop & Service
"47319",Professional & Other Places
"47319",Food
"47319",Food
"47319",Shop & Service
"47319",Shop & Service
"47319",Arts & Entertainment
"47319",Travel & Transport
"47319",Food
"47319",Food
"47319",Shop & Service
"47319",Residence
"47319",Shop & Service
"47319",Shop & Service
"47319",Food
"47319",Arts & Entertainment
"47419",Professional & Other Places
"47419",Food
"47419",Professional & Other Places
"47419",Shop & Service
"47419",Outdoors & Recreation
"47419",Food
"47419",Shop & Service
"47419",Food
"47419",Shop & Service
"47419",Residence
"47419",Food
"47419",Shop & Service
"47419",Residence
"47419",Shop & Service
"47419",Food
"47419",Nightlife Spot
"47519",Professional & Other Places
"47519",Professional & Other Places
"47519",Professional & Other Places
"47519",Shop & Service
"47519",Professional & Other Places
"47519",Professional & Other Places
"47519",Food
"47519",Professional & Other Places
"47519",Professional & Other Places
"47519",Shop & Service
"47519",Food
"47519",Professional & Other Places
"47519",Food
"47519",Shop & Service
"47519",Shop & Service
"47519",Outdoors & Recreation
"47519",Food
"47519",Shop & Service
"47619",Residence
"47619",Outdoors & Recreation
"47619",Residence
"47619",Professional & Other Places
"47619",Food
"47619",Professional & Other Places
"47619",Professional & Other Places
"47619",Shop & Service
"47619",Food
"47619",Shop & Service
"47819",Food
"47819",Food
"47819",Residence
"47819",Food
"47819",Shop & Service
"47819",Shop & Service
"47819",Shop & Service
"47819",Food
"47819",Shop & Service
"47819",Residence
"47819",Shop & Service
"47819",Outdoors & Recreation
"47819",Shop & Service
"47819",Shop & Service
"47819",Shop & Service
"47819",Shop & Service
"47819",Shop & Service
"47819",Shop & Service
"47819",Shop & Service
"47819",Shop & Service
"47819",Shop & Service
"47819",Food
"47819",Food
"47819",Shop & Service
"47919",Shop & Service
"47919",Professional & Other Places
"47919",Shop & Service
"47919",Shop & Service
"47919",Outdoors & Recreation
"47919",Shop & Service
"47919",Shop & Service
"47919",Food
"47919",Residence
"47919",Outdoors & Recreation
"47919",Shop & Service
"47919",Outdoors & Recreation
"47919",Professional & Other Places
"47919",Shop & Service
"47919",Food
"48219",Professional & Other Places
"48219",Food
"48219",Shop & Service
"48219",Shop & Service
"48219",Residence
"48219",Travel & Transport
"48219",Residence
"48219",Food
"48219",Shop & Service
"48219",Shop & Service
"48219",Shop & Service
"48219",Shop & Service
"48219",Outdoors & Recreation
"48219",Nightlife Spot
"48219",Shop & Service
"48219",Residence
"48219",Food
"48219",Food
"48219",Arts & Entertainment
"48219",Outdoors & Recreation
"48219",Shop & Service
"48319",Shop & Service
"48319",Shop & Service
"48319",Outdoors & Recreation
"48319",Outdoors & Recreation
"48319",Professional & Other Places
"48319",Food
"48319",Shop & Service
"48319",Shop & Service
"48319",Shop & Service
"48319",Shop & Service
"48319",Food
"48319",Residence
"48319",Shop & Service
"48319",Shop & Service
"48319",Food
"48319",Residence
"48319",Outdoors & Recreation
"63225",Outdoors & Recreation
"63225",Food
"63225",Food
"63225",Shop & Service
"63225",Outdoors & Recreation
"63225",Shop & Service
"63225",Shop & Service
"63225",Shop & Service
"63225",Shop & Service
"63225",Food
"63225",Food
"63225",Shop & Service
"63225",Shop & Service
"63225",Outdoors & Recreation
"63225",Food
"63225",Food
"63225",Professional & Other Places
"63225",Shop & Service
"63225",Shop & Service
"63225",Arts & Entertainment
"63225",Shop & Service
"63225",Shop & Service
"63225",Shop & Service
"63225",Outdoors & Recreation
"63225",Shop & Service
"63225",Nightlife Spot
"63225",Nightlife Spot
"63225",Shop & Service
"63425",Outdoors & Recreation
"63425",Professional & Other Places
"63425",Outdoors & Recreation
"63425",Professional & Other Places
"63425",Outdoors & Recreation
"63425",Food
"63425",Professional & Other Places
"63425",Food
"63425",Travel & Transport
"63425",Professional & Other Places
"63425",Food
"63425",Arts & Entertainment
"63425",Outdoors & Recreation
"63425",Outdoors & Recreation
"63425",Food
"63425",Nightlife Spot
"63425",Outdoors & Recreation
"63425",Food
"63425",Travel & Transport
"63425",Arts & Entertainment
"63525",Arts & Entertainment
"63525",Outdoors & Recreation
"63525",Outdoors & Recreation
"63525",Food
"63525",Residence
"63525",Outdoors & Recreation
"63525",Outdoors & Recreation
"63525",Food
"63525",Food
"63525",Shop & Service
"63525",Food
"63525",Residence
"63525",Outdoors & Recreation
"63525",Food
"63525",Food
"63625",Food
"63625",Arts & Entertainment
"63625",Food
"63625",Outdoors & Recreation
"63625",Food
"63625",Travel & Transport
"63625",Travel & Transport
"63625",Travel & Transport
"63625",Outdoors & Recreation
"63625",Food
"63725",Arts & Entertainment
"63725",Outdoors & Recreation
"63725",Outdoors & Recreation
"63725",Outdoors & Recreation
"63725",Arts & Entertainment
"63725",Outdoors & Recreation
"63725",Outdoors & Recreation
"63725",Outdoors & Recreation
"63725",Outdoors & Recreation
"63725",Food
"63725",Outdoors & Recreation
"63725",Food
"63725",Food
"63725",Outdoors & Recreation
"63725",Food
"63725",Shop & Service
"63725",Food
"63725",Shop & Service
"63725",Shop & Service
"63725",Shop & Service
"63725",Shop & Service
"63725",Travel & Transport
"63725",Outdoors & Recreation
"63725",Outdoors & Recreation
"63725",Arts & Entertainment
"63725",Shop & Service
"63725",Shop & Service
"63725",Shop & Service
"63725",Arts & Entertainment
"63725",Travel & Transport
"63825",Outdoors & Recreation
"63825",Outdoors & Recreation
"63825",Outdoors & Recreation
"63825",Shop & Service
"63825",Arts & Entertainment
"63825",Outdoors & Recreation
"63825",Outdoors & Recreation
"63825",Outdoors & Recreation
"63825",Food
"63825",Residence
"63825",Outdoors & Recreation
"63825",Food
"63825",Outdoors & Recreation
"63825",Food
"63825",Outdoors & Recreation
"63825",Outdoors & Recreation
"63825",Shop & Service
"63825",Food
"63825",Food
"63825",Outdoors & Recreation
"63825",Outdoors & Recreation
"63825",Outdoors & Recreation
"63825",Food
"63825",Shop & Service
"63825",Shop & Service
"63925",Outdoors & Recreation
"63925",Outdoors & Recreation
"63925",Outdoors & Recreation
"63925",Outdoors & Recreation
"63925",Outdoors & Recreation
"63925",Outdoors & Recreation
"63925",Shop & Service
"63925",Outdoors & Recreation
"63925",Food
"63925",Arts & Entertainment
"63925",Shop & Service
"63925",Arts & Entertainment
"63925",Outdoors & Recreation
"63925",Shop & Service
"63925",Shop & Service
"63925",Shop & Service
"63925",Arts & Entertainment
"63925",Outdoors & Recreation
"63925",Shop & Service
"63925",Food
"63925",Residence
"63925",Residence
"63925",Residence
"64025",Arts & Entertainment
"64025",Outdoors & Recreation
"64025",Food
"64025",Residence
"64025",Shop & Service
"64025",Shop & Service
"64025",Shop & Service
"64025",Arts & Entertainment
"64025",Outdoors & Recreation
"64025",Outdoors & Recreation
"64025",Outdoors & Recreation
"64025",Food
"64025",Outdoors & Recreation
"64025",Shop & Service
"64025",Shop & Service
"64025",Shop & Service
"64025",Shop & Service
"64025",Professional & Other Places
"64125",Outdoors & Recreation
"64125",Outdoors & Recreation
"64125",Food
"64125",Food
"64125",Outdoors & Recreation
"64125",Shop & Service
"64125",Shop & Service
"64125",Outdoors & Recreation
"64125",Professional & Other Places
"64125",Food
"64125",Residence
"64125",Shop & Service
"64125",Professional & Other Places
"64125",Food
"64125",Food
"64125",Nightlife Spot
"64225",Travel & Transport
"64225",Travel & Transport
"64225",Arts & Entertainment
"64225",Food
"64225",Shop & Service
"64225",Food
"64225",Shop & Service
"64225",Outdoors & Recreation
"64225",Food
"64225",Food
"64225",Food
"64225",Residence
"64325",Arts & Entertainment
"64325",Outdoors & Recreation
