"tid","user_id","poi_name"
130,6,MTA Bus - Archer Avenue & Sutphin Blvd (Q6/Q6LTD/Q20A/Q20B/Q24/Q30/Q31/Q43/Q43)
130,6,MTA College Point Depot Express Routes QM1 QM2 QM3 QM4 QM5 QM6 QM20
130,6,Staten Island Ferry - Whitehall Terminal
130,6,Boricua College
130,6,"135 St Broadway Hamilton Heights"
130,6,LaGuardia Airport (LGA) (LaGuardia Airport)
130,6,"MTABus Q19, Q49 (Astoria Blvd/94th St)"
130,6,MTA Bus - Q19/Q48/Q50/Q66 (Roosevelt Avenue/Main Street)
130,6,MTA Bus Stop - Q25/Q34/Q65
130,6,NJT - 163/164 Bus Stop
130,6,NJT Market St Garage
131,6,MTA Subway - Nevins St (2/3/4/5)
131,6,MTA Subway - 33rd St (6)
131,6,Ed Koch Queensboro Bridge
131,6,MTA Bus - Archer Avenue & Sutphin Blvd (Q6/Q6LTD/Q20A/Q20B/Q24/Q30/Q31/Q43/Q43)
131,6,MTA Eastchester Depot Bus Routes BXM6 BXM7 BXM8 BXM9 BXM10
131,6,"MTA Bus - M60, Q19, Q33, Q47, Q69"
131,6,"MTA Q66, Q69 (28th Street/Queens Plaza South)"
131,6,MTA Bus - Q35 @ Avenue H & Nostrand Avenue
131,6,Target
131,6,Galaxy Gourmet Deli
131,6,The Grinnell
131,6,MTA Subway - 137th St/City College (1)
131,6,MTA Subway - Kosciuszko St (J)
131,6,Q3 Bus Stop
131,6,"Q7, Q8"
131,6,MTA Regional Bus Operations - Manhattanville Depot
131,6,MTA Subway - Parkchester (6)
131,6,NYCT Transit Survey Unit
131,6,MTA Subway - 74th St/Roosevelt Ave/Jackson Hts (E/F/M/R/7)
131,6,LaGuardia Airport (LGA) (LaGuardia Airport)
131,6,MTA Bus - W 125 St & Malcolm X Bl (Bx15/M7/M60-SBS/M100/M101/M102)
131,6,Marshalls
131,6,MTA Subway - DeKalb Ave (B/Q/R)
132,6,The Lair Of Modern Strange Cowboy
132,6,NYCT Transit Survey Unit
132,6,MTA Subway - Astoria Blvd/Hoyt Ave (N/W)
132,6,LaGuardia Airport (LGA) (LaGuardia Airport)
132,6,The Grinnell
132,6,LIRR - Jamaica Station - Track 7
132,6,NYCT Transit Survey Unit
132,6,MTA Subway - Hoyt St (2/3)
132,6,The Lair Of Modern Strange Cowboy
132,6,MTA Subway - Manhattan Bridge (B/D/N/Q)
132,6,The Lair Of Modern Strange Cowboy
133,6,The Grinnell
133,6,MTA Subway - 137th St/City College (1)
133,6,ttmg Fan Spot - Hillside Av & 179th St (Jamaica)
133,6,La Quinta Inn Queens (New York City)
133,6,MTA Subway - Flushing/Main St (7)
133,6,MTA Regional Bus Depot - College Point
133,6,MTA Bus - Q19/Q48/Q50/Q66 (Roosevelt Avenue/Main Street)
133,6,Riverside Deli
133,6,The Grinnell
133,6,Broadway/Nightmare Drive
134,6,Dirtbag Central
134,6,MTA Regional Bus Depot - Jackie Gleason
134,6,MTA Bus - (B8 Bay Ridge-Bound)/B60 - Rockaway Av & Hegeman Av
134,6,MTA B8 64th Street & 18th Ave
134,6,MTA Subway - Manhattan Bridge (B/D/N/Q)
134,6,MTA Subway - Nevins St (2/3/4/5)
134,6,MTA Subway - Manhattan Bridge (B/D/N/Q)
134,6,MTA Subway - Jay St/MetroTech (A/C/F/R)
134,6,MTA Subway - 155th St (C)
134,6,The Lair Of Modern Strange Cowboy
134,6,MTA MaBSTOA Bus - M4 / M5 / Bx6 at 157th Street / Broadway & Riverside Drive
134,6,MTA Bus - Kings Hy & W 7 St (B82)
134,6,MTA Subway - Coney Island/Stillwell Ave (D/F/N/Q)
134,6,Times Square
134,6,Twin Donut
134,6,MTA Subway - Coney Island/Stillwell Ave (D/F/N/Q)
134,6,NYCT Transit Survey Unit
134,6,MTA Subway - 125th St (1)
134,6,MTA Regional Bus Operations - Manhattanville Depot
134,6,Times Square
134,6,Popeye's
134,6,"MTA MaBSTOA Bus at Kingsbridge Rd. & The Grand Concourse: (Bx1, Bx2, Bx9, Bx22, Bx28, BxM4)"
135,6,NYCT Transit Survey Unit
135,6,MTA Subway - Manhattan Bridge (B/D/N/Q)
135,6,MTA Subway - 161st St/Yankee Stadium (4/B/D)
135,6,MTA Subway - Manhattan Bridge (B/D/N/Q)
135,6,NYCT Transit Survey Unit
135,6,MTA Bus - 8 Av & W 46 St (M20/M104)
135,6,MTA Regional Bus Depot - Jackie Gleason
135,6,"MTA B67, B69 (McDonald Ave/Cortelyou Road)"
135,6,MTA Bus - Livingston St & Nevins St (B41/B41LTD/B45/B67/B103LTD)
135,6,"MTA B67, B69, B103 (McDonald Ave/Caton Ave)"
135,6,MTA Subway - 36th St (D/N/R)
135,6,MTA Subway - Hoyt St (2/3)
135,6,The Lair Of Modern Strange Cowboy
135,6,MTA Subway - Church Ave (2/5)
137,6,The Lair Of Modern Strange Cowboy
137,6,MTA Subway - Nevins St (2/3/4/5)
137,6,MTA Subway - 59th St/Columbus Circle (A/B/C/D/1)
137,6,The Grinnell
137,6,NYCT Transit Survey Unit
137,6,Junior's Restaurant
137,6,McDonald's
137,6,MTA Subway - 34th St/Herald Sq (B/D/F/M/N/Q/R/W)
137,6,MTA College Point Depot Express Routes QM1 QM2 QM3 QM4 QM5 QM6 QM20
137,6,MTA Subway - DeKalb Ave (B/Q/R)
137,6,The Grinnell
137,6,The Lair Of Modern Strange Cowboy
137,6,Sea View Hospital Rehabilitation Center & Home
137,6,MTA Bus - Castleton Av & Jewett Av (S46/S53/S66/S96/X10/X10B/X14)
137,6,MTA Q18 Bus
137,6,MTA - 30th Avenue Bus Stop
137,6,Joey's Pizzeria
137,6,Q18-Q102 MTA Bus Stop 27th Ave & 2nd Street
137,6,"MTA Bus - M60, Q19, Q33, Q47, Q69"
138,6,The Lair Of Modern Strange Cowboy
138,6,MTA Bus - B8 - 18th Ave & McDonald Ave
138,6,MTA Bus - 4 Av & Bay Ridge Av (B9/B64/B70)
138,6,NYCT Transit Survey Unit
138,6,MTA Subway - 42nd St/Times Square/Port Authority Bus Terminal (A/C/E/N/Q/R/S/W/1/2/3/7)
138,6,MTA Bus Operations Depot - Michael J. Quill
138,6,Momofuku Milk Bar
138,6,MTA Bus - E 14 St & University Pl (M14A/M14D)
138,6,MTA Bus - Av D & E Houston St (M14D)
138,6,MTA Subway - 14th St (1/2/3)
138,6,Four Points by Sheraton Manhattan SoHo Village
138,6,McDonald's
138,6,MTA Bus - E 161 St & River Av (Bx6/Bx13)
138,6,Broadway/Nightmare Drive
138,6,MTA Subway - 42nd St/Times Square/Port Authority Bus Terminal (A/C/E/N/Q/R/S/W/1/2/3/7)
138,6,NYCT Transit Survey Unit
138,6,MTA Subway - DeKalb Ave (B/Q/R)
138,6,MTA Subway - 125th St (1)
139,6,MTA Subway - 42nd St/Times Square/Port Authority Bus Terminal (A/C/E/N/Q/R/S/W/1/2/3/7)
139,6,NYCT Transit Survey Unit
139,6,MTA Subway - Hoyt St (2/3)
139,6,MTA Subway - 125th St (1)
139,6,NYCT Transit Survey Unit
139,6,MTA Subway - Nevins St (2/3/4/5)
139,6,MTA Subway - 86th St (4/5/6)
139,6,MTA Bus - E 161 St & River Av (Bx6/Bx13)
139,6,The Grinnell
139,6,King Dragon
139,6,MTA Subway - Manhattan Bridge (B/D/N/Q)
139,6,Kinokuniya Bookstore
139,6,MTA Subway - 47th-50th St/Rockefeller Center (B/D/F/M)
139,6,MTA - Church St & Barclay St (BM1/BM2/BM3/BM4)
139,6,Galaxy Gourmet Deli
141,7,Chipotle Mexican Grill
141,7,Citarella Gourmet Market - Upper East Side
141,7,McCabes Wine & Spirits
141,7,The UPS Store
141,7,Lenox Coffee
141,7,Organic Avenue
141,7,Zara
141,7,Bella Donna Cafe
141,7,Curry In A Hurry
141,7,Lexington Saree Palace
141,7,Lenox Coffee
141,7,Walter Reade Theater
141,7,Metro Minis
141,7,Organic Avenue
141,7,Joy Burger Bar
141,7,Joe the Art of Coffee
141,7,Citarella Gourmet Market - Upper East Side
141,7,Central Park - Conservatory Water
142,7,Central Park East I Elementary School
142,7,Planet Fitness
142,7,Joe the Art of Coffee
142,7,Central Park East I Elementary School
142,7,Planet Fitness
142,7,Citarella Gourmet Market - Upper East Side
142,7,Planet Fitness
142,7,Lenox Coffee
142,7,Crate and Barrel
142,7,Aroma Espresso Bar
142,7,Central Park East I Elementary School
142,7,Citarella Gourmet Market - Upper East Side
142,7,Joe the Art of Coffee
142,7,BAM Howard Gilman Opera House
142,7,Anfora
142,7,Central Park East I Elementary School
142,7,Joe the Art of Coffee
142,7,Dos Toros Taqueria
142,7,"11th Street Bar"
142,7,Bonsignour
142,7,Make My Cake
142,7,Knitty City
142,7,Jumel Terrace Historic District
142,7,Lenox Coffee
142,7,Ollie's Noodle Shop
143,7,Central Park East I Elementary School
143,7,Central Park East I Elementary School
143,7,Hale & Hearty
143,7,Planet Fitness
143,7,Joe the Art of Coffee
143,7,Whole Foods Market
143,7,Michaels
143,7,Central Park East I Elementary School
143,7,Planet Fitness
143,7,Beautiful Beauty Salon
143,7,Yatenga
143,7,The Biergarten at The Standard
143,7,Momofuku Milk Bar
144,7,Ginny's Supper Club
144,7,East Harlem Cafe
144,7,Central Park East I Elementary School
144,7,FedEx Office Print & Ship Center
144,7,Joe the Art of Coffee
144,7,Planet Fitness
144,7,East Harlem Cafe
144,7,Hale & Hearty
144,7,Butterfield Market
144,7,Jack Tilton Gallery
144,7,Highland Park
144,7,Ed Koch Queensboro Bridge
144,7,Harlem Vintage
144,7,Momofuku Milk Bar
144,7,Habana Outpost
145,7,Central Park East I Elementary School
145,7,Whole Foods Market
145,7,Michaels
145,7,Dos Toros Taqueria
145,7,Planet Fitness
145,7,Urban Outfitters
145,7,Hale & Hearty
145,7,Joe the Art of Coffee
145,7,SpaHa Cafe
145,7,Central Park East I Elementary School
145,7,Lenox Coffee
145,7,Astor Row Café
145,7,Planet Fitness
145,7,Hale & Hearty
145,7,"5 & Diamond"
145,7,Lido Harlem
145,7,Lenox Coffee
145,7,Joe the Art of Coffee
145,7,Jbird Cocktails
146,7,Central Park East I Elementary School
146,7,Planet Fitness
146,7,Hale & Hearty
146,7,Joe the Art of Coffee
146,7,Central Park East I Elementary School
146,7,East Harlem Cafe
146,7,Beautiful Beauty Salon
146,7,Library Hotel
146,7,Central Park East I Elementary School
146,7,Le Pain Quotidien
146,7,Museum of Modern Art (MoMA)
146,7,Momofuku Ssäm Bar
146,7,Momofuku Milk Bar
146,7,Planet Fitness
148,7,Joe the Art of Coffee
148,7,Hot & Crusty Bakery Cafe
148,7,Lenox Coffee
148,7,Metro Minis
148,7,Butterfield Market
148,7,Central Park East I Elementary School
148,7,Therapy Wine Bar
148,7,The Bar at Peaches
148,7,Whittier Hall
148,7,Artopolis Cafe
148,7,Shrine World Music Venue
149,7,Central Park East I Elementary School
149,7,Planet Fitness
149,7,Central Park East I Elementary School
149,7,Lenox Coffee
149,7,Joe the Art of Coffee
149,7,Joe the Art of Coffee
149,7,Central Park East I Elementary School
149,7,Beautiful Beauty Salon
149,7,Joe the Art of Coffee
149,7,Metro Minis
149,7,Hale & Hearty
149,7,Farinella Bakery
149,7,Planet Fitness
152,7,Joe the Art of Coffee
152,7,Organic Avenue
152,7,Joseph Daniel Wilson Gardens
152,7,Joe the Art of Coffee
152,7,Planet Fitness
152,7,Shrine World Music Venue
152,7,Planet Fitness
152,7,Trader Joe's Wine Shop
152,7,Planet Fitness
152,7,Weeksville Heritage Center
152,7,Lenox Coffee
152,7,Corner Social
153,7,Planet Fitness
153,7,Joe the Art of Coffee
153,7,Bareburger
153,7,Dogmatic
153,7,Union Square Park
153,7,Tavern29
153,7,Joe the Art of Coffee
153,7,Organic Avenue
153,7,Bareburger
153,7,The Bitter End
153,7,Murray's Bagels
170,7,Joe the Art of Coffee
170,7,Planet Fitness
170,7,The Meatball Shop
170,7,Central Park East I Elementary School
170,7,Joe the Art of Coffee
170,7,Maysles Cinema
170,7,Central Park East I Elementary School
170,7,Farinella Bakery
170,7,Crumbs Bake Shop
170,7,Metro Minis
170,7,Panera Bread
170,7,Joe the Art of Coffee
177,7,SpaHa Cafe
177,7,Flux Factory
177,7,Beautiful Beauty Salon
177,7,Lenox Coffee
177,7,Jacob Restaurant
177,7,Staples
177,7,Shrine World Music Venue
177,7,Lenox Coffee
177,7,Lenox Coffee
177,7,Metro Minis
285,12,Great Wall Supermarket 大中華
285,12,Jose's Colombian Coffee Truck
285,12,Big Market
285,12,Great Wall Supermarket 大中華
285,12,Jose's Colombian Coffee Truck
285,12,Rite Aid
285,12,Kowloon Cafe
285,12,Bamboo bakery Inc.
285,12,Sukarak
285,12,Great Wall Supermarket 大中華
286,12,La Coral Cafe
286,12,Great Wall Supermarket 大中華
286,12,Jose's Colombian Coffee Truck
286,12,Chang Jiang Supermarket
286,12,Jose's Colombian Coffee Truck
286,12,Great Wall Supermarket 大中華
286,12,Dunkin Donuts
286,12,Q25Ltd - Parsons Blvd & Jamaica Ave
286,12,HSBC
286,12,Jose's Colombian Coffee Truck
286,12,Banana Republic
286,12,SEPHORA
286,12,Starbucks
286,12,Starbucks
286,12,Q25Ltd - Parsons Blvd & Jamaica Ave
286,12,Chang Wang Food Market 昌旺市場
286,12,Rite Aid
286,12,Great Wall Chinese Restaurant
286,12,Fu Kee Restaurant 富記
286,12,Maimonides Medical Center
286,12,Rite Aid
286,12,Rite Aid
286,12,Boulder Creek Steakhouse
286,12,BJ's Wholesale Club
286,12,Dunkin' Donuts
286,12,Great Wall Supermarket 大中華
286,12,Hong Kong Supermarket 香港超级市場
287,12,Dunkin Donuts
287,12,Q25Ltd - Parsons Blvd & Jamaica Ave
287,12,Jose's Colombian Coffee Truck
287,12,Q25Ltd - Parsons Blvd & Jamaica Ave
287,12,Chang Jiang Supermarket
287,12,Big Market
287,12,Q25Ltd - Parsons Blvd & Jamaica Ave
287,12,Chang Jiang Supermarket
287,12,Sushi Family
287,12,Q25Ltd - Parsons Blvd & Jamaica Ave
287,12,Great Wall Supermarket 大中華
287,12,Jose's Colombian Coffee Truck
287,12,MTA Subway - Kosciuszko St (J)
287,12,Sambuca's Cafe & Desserts
287,12,Starbucks
287,12,Fu Kee Restaurant 富記
287,12,Rite Aid
287,12,Rite Aid
287,12,BJ's Wholesale Club
287,12,Target
287,12,Great Wall Supermarket 大中華
288,12,Q25Ltd - Parsons Blvd & Jamaica Ave
288,12,Chang Jiang Supermarket
288,12,Q25Ltd - Parsons Blvd & Jamaica Ave
288,12,Duane Reade
288,12,La Coral Cafe
288,12,HSBC
288,12,Jose's Colombian Coffee Truck
288,12,Duane Reade
288,12,Chang Jiang Supermarket
288,12,La Coral Cafe
288,12,Great Wall Supermarket 大中華
288,12,Jose's Colombian Coffee Truck
288,12,Jose's Colombian Coffee Truck
288,12,Danny Ng's Place
288,12,Starbucks
288,12,Q25Ltd - Parsons Blvd & Jamaica Ave
288,12,May Wah Pork Chop Fast Food
288,12,Starbucks
288,12,Raymond Fong Eye Care
288,12,Manhattan Grand Optical
288,12,Naniwa
288,12,Rite Aid
288,12,Rite Aid
288,12,Kai Feng Fu Dumpling House
288,12,Target
288,12,BJ's Wholesale Club
288,12,Great Wall Supermarket 大中華
289,12,Soho Thai
289,12,Jose's Colombian Coffee Truck
289,12,Q25Ltd - Parsons Blvd & Jamaica Ave
289,12,Big Market
289,12,Great Wall Supermarket 大中華
289,12,Whole Foods Market
289,12,AEO & Aerie Store
289,12,DSW Designer Shoe Warehouse
289,12,Starbucks
289,12,Paris Sandwich
289,12,Whole Foods Market
289,12,Starbucks
289,12,Q25Ltd - Parsons Blvd & Jamaica Ave
289,12,Regal Cinemas Battery Park 11
289,12,Dr Yu's Dental Studio
289,12,Rite Aid
289,12,Kowloon Cafe
289,12,KEY FOOD- KINGS HWY
289,12,Starbucks
289,12,Hong Kong Supermarket 香港超级市場
289,12,Great Wall Supermarket 大中華
290,12,Chang Jiang Supermarket
290,12,Jose's Colombian Coffee Truck
290,12,Q25Ltd - Parsons Blvd & Jamaica Ave
290,12,Big Market
290,12,Great Wall Supermarket 大中華
290,12,Sushi Family
290,12,Jose's Colombian Coffee Truck
290,12,Chang Jiang Supermarket
290,12,Great House Restaurant
290,12,HSBC
290,12,MTA Subway - 7 Train
290,12,Q25Ltd - Parsons Blvd & Jamaica Ave
290,12,Jose's Colombian Coffee Truck
290,12,Buy Rite Pharmacy
290,12,Soho Thai
290,12,Starbucks
290,12,Q25Ltd - Parsons Blvd & Jamaica Ave
290,12,Dr Yu's Dental Studio
290,12,Xe Lửa Vietnamese Restaurant
290,12,Lung Moon Bakery
290,12,Naniwa
290,12,Rite Aid
290,12,Chiu Kee
290,12,BJ's Wholesale Club
290,12,Target
290,12,Starbucks
290,12,Great Wall Supermarket 大中華
290,12,Sushi Family
291,12,Jose's Colombian Coffee Truck
291,12,Chang Jiang Supermarket
291,12,Duane Reade
291,12,La Coral Cafe
291,12,Jose's Colombian Coffee Truck
291,12,Q25Ltd - Parsons Blvd & Jamaica Ave
291,12,HSBC
291,12,Great Wall Supermarket 大中華
291,12,Jose's Colombian Coffee Truck
291,12,Chang Jiang Supermarket
291,12,Sushi Family
291,12,Jose's Colombian Coffee Truck
291,12,Q25Ltd - Parsons Blvd & Jamaica Ave
291,12,Great Wall Supermarket 大中華
291,12,Jose's Colombian Coffee Truck
291,12,Kung Fu Tea 功夫茶
291,12,Mei Li Wah
291,12,Starbucks
291,12,Q25Ltd - Parsons Blvd & Jamaica Ave
291,12,Bad Boys Pizza
291,12,Rite Aid
292,12,Jose's Colombian Coffee Truck
292,12,Q25Ltd - Parsons Blvd & Jamaica Ave
292,12,Q25Ltd - Parsons Blvd & Jamaica Ave
292,12,Jose's Colombian Coffee Truck
292,12,Jmart 新世界超市
292,12,Jose's Colombian Coffee Truck
292,12,MTA Subway - J Train
292,12,McDonald's
292,12,Family Dollar
292,12,Kung Fu Tea (功夫茶)
292,12,Rite Aid
292,12,Family Dollar
292,12,Rite Aid
293,12,Rite Aid
293,12,Ichi Sushi
293,12,Starbucks
293,12,T.J. Maxx
293,12,KEY FOOD- KINGS HWY
293,12,Kowloon Cafe
293,12,Pathmark
293,12,Great Wall Supermarket 大中華
293,12,Q25Ltd - Parsons Blvd & Jamaica Ave
293,12,Jose's Colombian Coffee Truck
293,12,Rite Aid
293,12,Nyonya
293,12,Rite Aid
293,12,Great Wall Supermarket 大中華
293,12,Sushi Family
294,12,Jose's Colombian Coffee Truck
294,12,Q25Ltd - Parsons Blvd & Jamaica Ave
294,12,La Coral Cafe
294,12,Jose's Colombian Coffee Truck
294,12,Jose's Colombian Coffee Truck
294,12,Q65 Limited - College Point / 14 Av. via 164 St. & Sanford Av.
294,12,Sushi Family
294,12,Jose's Colombian Coffee Truck
294,12,Q25Ltd - Parsons Blvd & Jamaica Ave
294,12,Q25Ltd - Parsons Blvd & Jamaica Ave
294,12,Jose's Colombian Coffee Truck
294,12,Sambuca's Cafe & Desserts
294,12,Starbucks
294,12,Q25Ltd - Parsons Blvd & Jamaica Ave
294,12,MTA Subway - J Train
294,12,Great Wall Chinese Restaurant
294,12,Starbucks
294,12,Kidrobot
294,12,New Malaysia
294,12,Rite Aid
294,12,Rite Aid
294,12,Ginza Sushi Inc
294,12,Great Wall Supermarket 大中華
295,12,Jose's Colombian Coffee Truck
295,12,Q25 limited - College Point / 14 Ave. via Kissena Blvd. / 127 St.
295,12,Chang Jiang Supermarket
295,12,La Coral Cafe
295,12,Q25Ltd - Parsons Blvd & Jamaica Ave
295,12,Jose's Colombian Coffee Truck
295,12,Q25 limited - College Point / 14 Ave. via Kissena Blvd. / 127 St.
295,12,Chang Jiang Supermarket
295,12,Jose's Colombian Coffee Truck
295,12,Chang Jiang Supermarket
295,12,Great Wall Supermarket 大中華
295,12,Sushi Family
309,12,"7-Eleven"
309,12,The Bay Terrace at Bayside
309,12,Great Wall Chinese Restaurant
309,12,Rite Aid
309,12,BP
309,12,Staples
309,12,Kosciuszko Bridge
309,12,Best Buy
309,12,Gateway Center
309,12,Starbucks
309,12,"86 Wong Chinese Restaurant"
309,12,Starbucks
329,14,Madison Square Park
329,14,Madison Square Park
329,14,NYU Langone Medical Center
329,14,Madison Square Park
329,14,Madison Square Park
329,14,Barber Bart
329,14,Argo Tea
329,14,Madison Square Park
329,14,Madison Square Park
329,14,Union Square Greenmarket
329,14,Food Emporium
329,14,Madison Square Park
329,14,Madison Square Park
330,14,Madison Square Park
330,14,Madison Square Park
330,14,NYU Langone Medical Center
330,14,Madison Square Park
330,14,Madison Square Park
330,14,Madison Square Park
330,14,Madison Square Park
330,14,Madison Square Park
330,14,Madison Square Park
330,14,Big Daddy's
330,14,Madison Square Park
331,14,Madison Square Park
331,14,Madison Square Park
331,14,Madison Square Park
331,14,NYU Langone Medical Center
331,14,Madison Square Park
331,14,Madison Square Park
331,14,Shake Shack
331,14,Madison Square Park
331,14,Madison Square Park
331,14,Madison Square Park
331,14,Union Square Greenmarket
331,14,Schnipper's Quality Kitchen
331,14,Madison Square Park
331,14,Madison Square Park
332,14,Madison Square Park
332,14,Madison Square Park
332,14,Madison Square Park
332,14,NYU Langone Medical Center
332,14,Madison Square Park
332,14,Madison Square Park
332,14,Madison Square Park
332,14,Madison Square Park
332,14,Madison Square Park
332,14,Madison Square Park
332,14,Madison Square Park
332,14,Bed Bath & Beyond
332,14,Shake Shack
334,14,Madison Square Park
334,14,Madison Square Park
334,14,Madison Square Park
334,14,Madison Square Park
334,14,Madison Square Park
334,14,Madison Square Park
334,14,Madison Square Park
334,14,Gotham Bar and Grill
334,14,Madison Square Park
334,14,Eataly NYC
334,14,Madison Square Park
334,14,Madison Square Park
334,14,"201 Bar and Restaurant"
334,14,Madison Square Park
334,14,Almond
334,14,Shake Shack
335,14,Madison Square Park
335,14,Madison Square Park
335,14,Madison Square Park
335,14,Madison Square Park
335,14,Hollister Co.
335,14,Angelika Film Center
335,14,Shake Shack
335,14,Madison Square Park
335,14,Madison Square Park
335,14,Madison Square Park
335,14,Trattoria Dopo Teatro
335,14,Belasco Theatre
335,14,Madison Square Park
335,14,J.J. Hat Center
335,14,Madison Square Park
335,14,Madison Square Park
335,14,Madison Square Park
335,14,Madison Square Park
335,14,Eataly NYC
335,14,Madison Square Park
335,14,Madison Square Park
336,14,Madison Square Park
336,14,Eataly NYC
336,14,Stuzzi Ristorante
336,14,Madison Square Park
336,14,"295 Madison Avenue"
336,14,Madison Square Park
336,14,Madison Square Park
336,14,Shake Shack
336,14,Madison Square Park
336,14,Greensquare Tavern
336,14,Madison Square Park
336,14,Madison Square Park
336,14,High Line
337,14,Madison Square Park
337,14,Madison Square Park
337,14,Eataly NYC
337,14,Madison Square Park
337,14,Madison Square Park
337,14,Schnipper's Quality Kitchen
337,14,Madison Square Park
337,14,Mad. Sq. Eats
337,14,Madison Square Park
337,14,Bed Bath & Beyond
337,14,Madison Square Park
338,14,Madison Square Park
338,14,Shake Shack
338,14,L.A. Burdick Chocolate
338,14,Madison Square Park
338,14,Madison Square Park
338,14,LensCrafters
338,14,Madison Square Park
338,14,Madison Square Park
338,14,Madison Square Park
338,14,Madison Square Park
338,14,Argo Tea
338,14,Papyrus
338,14,Madison Square Park
338,14,Regal Cinemas Union Square 14
338,14,Madison Square Park
338,14,Caffe Lavazza @ Eataly
338,14,Madison Square Park
338,14,Cinépolis Chelsea
338,14,Waldy’s Wood Fired Pizza & Penne
338,14,Madison Square Park
339,14,Madison Square Park
339,14,Madison Square Park
339,14,Shake Shack
339,14,Madison Square Park
339,14,Madison Square Park
339,14,Caffe Lavazza @ Eataly
339,14,Madison Square Park
339,14,Jamba Juice
339,14,Madison Square Park
339,14,Shake Shack
339,14,LensCrafters
339,14,Madison Square Park
